ID,Nama Makanan,Kategori,Jumlah Sajian,Per Sajian,Energi,Energi dari lemak,Energi dari lemak jenuh,Karbohidrat total,Karbohidrat lain,Protein,Lemak total,Lemak jenuh,Lemak tidak jenuh ganda,Lemak tidak jenuh tunggal,Lemak trans,Kolesterol,Serat pangan,Serat pangan larut,Serat pangan tidak larut,Gula,Gula alkohol,Air,Abu,Vitamin A,B0Karoten,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Folat,Biotin,Kolin,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Kalsium,Fosfor,Magnesium,Natrium,Kalium,Besi,Seng,Tembaga,Mangan,Iodium,Selenium,Fluor,Kromium,L0Karnitin,Myo0Inositol,Asam linoleat,Asam a0linolenat
739,Chocolate Pistachio Kunafa,First Wish Bakery,1.0,porsi,250.0,,,31.0,,7.0,12.0,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Chocolate Popcorn,Oishi,1.0,takaran saji (20 g),90.0,,,15.0,,1.0,3.0,1.5,,,,0.0,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
741,Chocolate Pudding,Ceres,1.0,porsi (70 g),60.0,,,11.0,,1.0,1.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
742,Chocolate Puffs,Alamii,1.0,porsi (15 g),70.0,,,11.0,,1.0,3.0,2.0,,,,0.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
743,Chocolate Sea Salt,WoCA,1.0,potong (30 g),170.0,,,17.0,,2.0,11.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
744,Chocolate Sereal,Ceremix,1.0,kemasan (30 g),120.0,,,25.0,,2.0,2.0,2.0,,,,0.0,4.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,,,,,,,,,,,,
745,Chocolate Short Cake,Unibis,3.0,biskuit,170.0,,,24.0,,2.0,7.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Chocolate Soymilk,Lactasoy,1.0,box (250 ml),200.0,,,28.0,,7.0,7.0,3.5,,,,0.0,250.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Chocolate Spread,Welco,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"748,Chocolate Stick,Kartika Sari,1.0,""stick (10,3 g)"",50.0,,,7.0,,1.0,2.5,2.0,,,,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,"
749,Chocolate Truffle,Elvan,1.0,porsi (15 g),76.0,,,7.5,,0.0,4.2,4.1,,,,0.0,,,,6.7,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
750,Chocolate Vanilla Choco Chunk,Campina,100.0,ml,150.0,,,17.0,,2.0,8.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Chocolate Wafer,Nabati,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Chocolate Wafer,Nitto,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Chocolate Wafer Roll,Happy Time,1.0,porsi (8 g),35.0,,,6.0,,0.0,1.5,0.5,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Chocolate Waffer,Nitto,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Chocolatos,Garuda,20.0,g),80.0,,,17.0,,1.0,1.0,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,
756,Chocolatos,Gery,1.0,kemasan (16 g),80.0,,,3.0,,1.0,5.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
757,Chocolatos Cheese Flavour,Garuda,1.0,bungkus (14 g),70.0,,,10.0,,1.0,3.0,1.5,,,,0.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
758,Chocolatos Chocolate Drink,Gery,1.0,bungkus (28 g),110.0,,,22.0,,1.0,1.5,1.0,,,,0.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,115.0,0.0,,,,,,,,,,,,
759,Chocolatos Chocolate Drink,Garuda,1.0,gelas (28 g),80.0,,,17.0,,1.0,1.0,1.0,,,,0.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,
760,Chocolatos Dark,Gery,1.0,sajian (13 g),60.0,,,9.0,,1.0,3.0,1.5,,,,0.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,,,,,,,,,,,,
761,Chocolatos Matcha,Garuda,1.0,sajian kemasan (20 g),90.0,,,16.0,,0.0,3.0,2.5,,,,0.0,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
762,Chocolatos Wafer Roll,Garuda,1.0,bungkus (12 g),60.0,,,8.0,,1.0,3.0,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
763,Choklad Nöt Milk Chocolate With Hazelnuts,Ikea,1.0,porsi (25 g),140.0,,,14.0,,2.0,8.0,4.5,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Chrysanthemum Drink,Yeo's,1.0,kotak (250 ml),60.0,,,15.0,,0.0,0.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Chrysanthemum Tea,Yeo's,1.0,kemasan (250 g),70.0,,,18.0,,0.0,0.0,0.0,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
766,Chunk Light Tuna,Vinisi,1.0,porsi (57 g),70.0,,,0.0,,16.0,1.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,
767,Chunk Light Tuna In Oil,Vinisi,1.0,porsi (57 g),70.0,,,0.0,,16.0,1.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,
768,Chunky Peanut Butter,Namaste Organic,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Churros Snack,Wonhae,1.0,porsi (10 g),50.0,,,6.0,,1.0,3.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
770,Ciabatta,De Bakker,1.0,serving (79 g),220.0,,,43.0,,8.0,2.0,,,,,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Cincau Grass Jelly,Naraya,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Classic,Nescafe,1.0,bungkus (2 g),5.0,,,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
773,Classic African Chicken with Biryani Rice + Caramelized Banana,Healthy Go,1.0,serving,450.0,,,46.0,,34.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Classic Caesar Chicken Wrap,Easy Peasy,1.0,porsi,450.0,,,37.6,,28.1,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Classic Caesar Salad,Easy Peasy,1.0,porsi,328.0,,,15.5,,25.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Classic Peanut Butter Cookies,The Harvest,1.0,porsi (45 g),250.0,,,26.0,,4.0,14.0,8.0,0.0,0.0,,20.0,3.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,
777,Classic Pesto,Filippo Berio,1.0,porsi (60 g),280.0,,,4.0,,3.0,28.0,3.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,
778,Classic Sweet Taste,Equal,1.0,stick (1 g),0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
779,Cleanse Passion Power,Realfood,1.0,sachet (15 g),60.0,,,13.0,,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
780,Cloud 9 Chocobiz,Jack N Jill,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,Cloud 9 Classic,Jack N Jill,1.0,bar (12 g),55.0,,,8.0,,1.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Cloud 9 Crunchy,Jack N Jill,1.0,bungkus (8 g),35.0,,,6.0,,0.0,2.0,1.5,,,,0.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
783,Cloud 9 Crunchy Vanilla Lava,Jack N Jill,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Cloud 9 Plus,Jack N Jill,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Coated Sandwich,Regal,1.0,serving (21 g),110.0,,,13.0,,1.0,6.0,3.5,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,
786,Cocktail,Hanzel,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Cocktail Frankfurter,BARTOZ,1.0,porsi (50 g),60.0,,,5.0,,9.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
788,Coco Fills,Kellogg's,2.0,serving (30 g),130.0,,,20.0,,3.0,4.0,0.0,1.5,0.5,,0.0,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
789,Coco Kopyor,Rejuve,1.0,serving,100.0,,,15.0,,2.0,3.5,3.5,,,,0.0,4.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
790,Coco Loops,Kellogg's,1.0,porsi (30 g),120.0,,,24.0,,3.0,1.5,1.0,,,,0.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
791,Coco Pandan,Fanta,1.0,porsi,50.0,,,12.0,,0.0,0.0,0.0,,,,0.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
792,Coco Pops,Kellogg's,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Coco Puff Biscuits,Unibis,6.0,keping (32 g),140.0,,,26.0,,2.0,3.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
794,Cocoa Powder,Van Houten,1.0,sendok teh (30 g),120.0,,,16.0,,7.0,3.0,2.0,,,,0.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
795,Cocoa Powder,Windmolen,5.0,sajian (30 g),120.0,,,15.0,,7.0,3.5,1.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,450.0,,,,,,,,,,,,
796,Coconut & Brown Sugar Flavour,Pocky,1.0,takaran saji (33 g),160.0,,,22.0,,2.0,8.0,7.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
797,Coconut Biscuits,Hatari,5.0,keping (20 g),90.0,,,16.0,,2.0,1.5,0.5,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
798,Coconut Cooking Oil,Barco,1.0,porsi (13 ml),120.0,,,0.0,,0.0,13.0,12.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
799,Coconut Cooking Oil,Javara,1.0,sdm (14 g),130.0,,,0.0,,0.0,14.0,13.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
800,Coconut Party,Acaii Tea,1.0,bottle (500 ml),280.0,,,16.0,,5.0,20.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Coconut Sugar,Javara,1.0,sdm (10 g),40.0,,,9.0,,0.0,0.0,0.0,,,,,0.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
802,Coconut Water,If,1.0,serving (350 g),80.0,,,9.0,,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,25.0,940.0,,,,,,,,,,,,
803,Coconut Water Aloe Vera,Mama Roz,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Cocopuff Chocolate,Hatari,10.0,keping (33 g),150.0,,,25.0,,2.0,4.0,1.5,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
805,Coffe Candy,Kapal Api,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Coffee,Caffino,1.0,serving (25 g),110.0,,,20.0,,1.0,3.0,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
807,Coffee & Creamer,Old Town,3.0,porsi (25 g),118.0,,,15.1,,1.3,5.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,
808,Coffee Candy White Coffee,Kapal Api,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Coffee Cream,Yoforia,1.0,botol (200 ml),160.0,,,30.0,,3.0,3.0,2.0,,,,10.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
810,Coffee Cream,Nescafe,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Coffee Crispy,Aice,1.0,bungkus (45 g),70.0,,,7.0,,1.0,4.5,6.0,0.0,0.0,,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,
812,Coffee Regal,Joyday,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Coffee Soda,F&N,1.0,serving (325 ml),180.0,,,46.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,42.0,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,,,,,,,,,,,,
814,Coffee-O,Indocafe,1.0,sachet (18 g),70.0,,,17.0,,0.0,0.0,0.0,,,,0.0,0.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
815,Coffeemix 3 in 1,Indocafe,1.0,sachet (20 g),90.0,,,17.0,,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,
816,Coffeemix Rich & Strong,Indocafe,1.0,serving (27 g),120.0,,,21.0,,1.0,3.5,3.5,,,,0.0,2.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
817,Coffemix Mild,Indocafe,1.0,porsi (18 g),80.0,,,15.0,,1.0,2.0,2.0,,,,0.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
818,Cokelat Compound Butir,Safari,1.0,porsi (15 g),70.0,,,11.0,,1.0,3.5,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Cokelat Compound Butir Hagelslag,Bella,1.0,porsi (20 g),90.0,,,16.0,,1.0,3.0,3.0,,,,,2.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
820,Cokelat Compound Susu Isi Enting-Enting Kacang,L'Agie,1.0,porsi (27 g),140.0,,,16.0,,3.0,8.0,6.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
821,Cokelat Compound Susu Isi Krispi,L'Agie,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Cokelat Compound Susu Isi Nougat Kacang,L'Agie,1.0,bar (27 g),130.0,,,17.0,,2.0,7.0,5.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
823,Cokelat Compound Susu Manis Isi Biskuit,L'Agie,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Cokelat Dengan Kacang Hazel,Ferrero Rocher,3.0,buah (38 g),220.0,,,16.0,,3.0,15.0,5.0,,,,,2.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
825,Cokelat Susu Dengan Kacang Hazel,Ferrero Rocher,2.0,buah (25 g),140.0,,,11.0,,2.0,10.0,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
826,Cokelat Susu Kedelai,Minuman,1.0,gelas,120.0,,,14.23,,6.74,4.68,0.524,2.041,0.799,,0.0,3.2,,,11.05,,,,,,,,,,,,,,,,,,,,,,29.0,345.0,,,,,,,,,,,,
827,Coklat,Cadbury,1.0,bungkus  (30 g),160.0,,,18.0,,2.0,9.0,6.0,,,,0.0,3.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
828,Coklat,Delfi,1.0,porsi (20 g),110.0,,,12.0,,2.0,6.0,4.0,,,,5.0,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,
829,Coklat,Energen,1.0,sendok makan (29 g),130.0,,,23.0,,1.0,3.0,1.5,,,,,1.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
830,Coklat,Ferrero Rocher,1.0,buah (13 g),80.0,,,6.0,,1.0,5.0,2.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Coklat Blueberry,Real Good,1.0,porsi (180 ml),90.0,,,15.0,,2.0,2.0,1.5,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
832,Coklat Bubuk,Van Houten,6.0,serving (30 g),120.0,,,15.0,,6.0,4.0,2.5,,,,0.0,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
833,Coklat Compound Susu Isi Kacang Mete,L'Agie,1.0,bungkus (25 g),130.0,,,15.0,,2.0,7.0,6.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
834,Coklat Manis atau Gelap,Makanan Penutup,100.0,gram (g),505.0,,,59.6,,3.9,34.2,20.08,0.99,11.22,,0.0,5.5,,,51.48,,,,,,,,,,,,,,,,,,,,,,16.0,290.0,,,,,,,,,,,,
835,Coklat Pisang,Real Good,1.0,potong (125 ml),90.0,,,16.0,,2.0,2.0,1.5,,,,4.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
836,Cola Soda (dengan Kafein),Lainnya,1.0,kaleng 355 ml,136.0,,,35.18,,0.26,0.07,0.0,0.0,0.0,,0.0,0.0,,,33.01,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,,,,,,,,,,,,
837,Cola Soda (dengan Kafein),Minuman,1.0,kaleng 355 ml,136.0,,,35.18,,0.26,0.07,0.0,0.0,0.0,,0.0,0.0,,,33.01,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,,,,,,,,,,,,
838,Cold Brew Americano,Paldo,1.0,porsi (270 ml),50.0,,,0.0,,1.0,5.0,2.5,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
839,Cold Brew Coffe Brown Sugar,Ichitan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,Cold Brew Coffee Classic Latte,Ichitan,1.0,botol (250 ml),140.0,,,26.0,,2.0,3.0,3.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,
841,Collagen,Jele,1.0,porsi (150 g),40.0,,,9.0,,0.0,0.0,0.0,,,,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,,,,,,,,,,,,
842,Collagen Blend,The Infinity,2.0,sdm (20 g),80.0,,,11.0,,7.0,0.5,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,150.0,,,,,,,,,,,,
843,Collagen Drink,ELORA,1.0,sachet (15 g),60.0,,,12.0,,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
